   r        Qm       L_r       T        P        rho      kap      eps     fl   dlnPdlnT
6.657E+08    4.054E-12    5.027E+25    8.410E+03    2.104E+02    1.857E-06    3.599E+01    3.490E-78     r       4.6
6.657E+08    4.374E-12    5.027E+25    8.550E+03    2.272E+02    1.972E-06    3.564E+01    9.139E-78     r       4.6
6.657E+08    4.541E-12    5.027E+25    8.620E+03    2.359E+02    2.032E-06    3.548E+01    1.468E-77     r       4.6
6.656E+08    4.891E-12    5.027E+25    8.761E+03    2.543E+02    2.155E-06    3.514E+01    3.733E-77     r       4.6
6.656E+08    5.073E-12    5.027E+25    8.831E+03    2.638E+02    2.218E-06    3.498E+01    5.910E-77     r       4.6
6.656E+08    5.455E-12    5.027E+25    8.972E+03    2.838E+02    2.349E-06    3.465E+01    1.462E-76     r       4.6
6.655E+08    5.654E-12    5.027E+25    9.042E+03    2.943E+02    2.417E-06    3.449E+01    2.283E-76     r       4.6
6.655E+08    6.069E-12    5.027E+25    9.183E+03    3.161E+02    2.556E-06    3.418E+01    5.497E-76     r       4.6
6.655E+08    6.285E-12    5.027E+25    9.253E+03    3.274E+02    2.628E-06    3.402E+01    8.476E-76     r       4.6
6.654E+08    6.736E-12    5.027E+25    9.394E+03    3.511E+02    2.776E-06    3.372E+01    1.990E-75     r       4.6
6.654E+08    6.971E-12    5.027E+25    9.464E+03    3.634E+02    2.852E-06    3.357E+01    3.030E-75     r       4.6
6.654E+08    7.460E-12    5.027E+25    9.605E+03    3.891E+02    3.009E-06    3.327E+01    6.944E-75     r       4.6
6.654E+08    7.714E-12    5.027E+25    9.676E+03    4.025E+02    3.090E-06    3.313E+01    1.045E-74     r       4.6
6.653E+08    8.244E-12    5.027E+25    9.817E+03    4.303E+02    3.256E-06    3.284E+01    2.340E-74     r       4.6
6.653E+08    8.519E-12    5.027E+25    9.887E+03    4.448E+02    3.341E-06    3.270E+01    3.483E-74     r       4.6
6.652E+08    9.091E-12    5.027E+25    1.003E+04    4.748E+02    3.517E-06    3.242E+01    7.629E-74     r       4.6
6.652E+08    9.388E-12    5.027E+25    1.010E+04    4.904E+02    3.607E-06    3.229E+01    1.123E-73     r       4.6
6.652E+08    1.001E-11    5.027E+25    1.024E+04    5.229E+02    3.793E-06    3.202E+01    2.409E-73     r       4.6
6.652E+08    1.033E-11    5.027E+25    1.031E+04    5.397E+02    3.889E-06    3.189E+01    3.511E-73     r       4.6
6.651E+08    1.099E-11    5.027E+25    1.045E+04    5.747E+02    4.085E-06    3.163E+01    7.381E-73     r       4.6
6.651E+08    1.134E-11    5.027E+25    1.052E+04    5.928E+02    4.186E-06    3.150E+01    1.065E-72     r       4.6
6.651E+08    1.205E-11    5.027E+25    1.066E+04    6.305E+02    4.392E-06    3.125E+01    2.197E-72     r       4.6
6.650E+08    1.242E-11    5.027E+25    1.074E+04    6.500E+02    4.499E-06    3.112E+01    3.140E-72     r       4.6
6.650E+08    1.319E-11    5.027E+25    1.088E+04    6.904E+02    4.717E-06    3.088E+01    6.358E-72     r       4.6
6.650E+08    1.359E-11    5.027E+25    1.095E+04    7.113E+02    4.828E-06    3.076E+01    9.008E-72     r       4.6
6.649E+08    1.441E-11    5.027E+25    1.109E+04    7.547E+02    5.058E-06    3.052E+01    1.792E-71     r       4.6
6.649E+08    1.484E-11    5.027E+25    1.116E+04    7.772E+02    5.175E-06    3.040E+01    2.517E-71     r       4.6
6.649E+08    1.572E-11    5.027E+25    1.130E+04    8.237E+02    5.416E-06    3.017E+01    4.926E-71     r       4.6
6.649E+08    1.618E-11    5.027E+25    1.137E+04    8.477E+02    5.540E-06    3.006E+01    6.862E-71     r       4.6
6.648E+08    1.712E-11    5.027E+25    1.151E+04    8.975E+02    5.793E-06    2.984E+01    1.321E-70     r       4.6
6.648E+08    1.761E-11    5.027E+25    1.158E+04    9.232E+02    5.923E-06    2.973E+01    1.826E-70     r       4.6
6.647E+08    1.862E-11    5.027E+25    1.173E+04    9.764E+02    6.188E-06    2.951E+01    3.462E-70     r       4.6
6.647E+08    1.914E-11    5.027E+25    1.180E+04    1.004E+03    6.324E-06    2.940E+01    4.748E-70     r       4.6
6.647E+08    2.021E-11    5.027E+25    1.194E+04    1.061E+03    6.603E-06    2.919E+01    8.870E-70     r       4.6
6.647E+08    2.077E-11    5.027E+25    1.201E+04    1.090E+03    6.746E-06    2.908E+01    1.208E-69     r       4.6
6.646E+08    2.192E-11    5.027E+25    1.215E+04    1.150E+03    7.038E-06    2.888E+01    2.224E-69     r       4.6
6.646E+08    2.251E-11    5.027E+25    1.222E+04    1.182E+03    7.187E-06    2.878E+01    3.008E-69     r       4.6
6.646E+08    2.373E-11    5.027E+25    1.236E+04    1.246E+03    7.492E-06    2.858E+01    5.464E-69     r       4.6
6.645E+08    2.436E-11    5.027E+25    1.243E+04    1.279E+03    7.649E-06    2.848E+01    7.340E-69     r       4.6
6.645E+08    2.566E-11    5.027E+25    1.258E+04    1.348E+03    7.968E-06    2.828E+01    1.316E-68     r       4.6
6.645E+08    2.633E-11    5.027E+25    1.265E+04    1.383E+03    8.132E-06    2.819E+01    1.756E-68     r       4.6
6.644E+08    2.771E-11    5.027E+25    1.279E+04    1.456E+03    8.466E-06    2.800E+01    3.109E-68     r       4.6
6.644E+08    2.843E-11    5.027E+25    1.286E+04    1.494E+03    8.637E-06    2.790E+01    4.124E-68     r       4.6
6.644E+08    2.989E-11    5.027E+25    1.300E+04    1.571E+03    8.986E-06    2.772E+01    7.212E-68     r       4.6
6.643E+08    3.065E-11    5.027E+25    1.307E+04    1.611E+03    9.164E-06    2.763E+01    9.510E-68     r       4.6
6.643E+08    3.220E-11    5.027E+25    1.321E+04    1.694E+03    9.528E-06    2.745E+01    1.644E-67     r       4.6
6.643E+08    3.300E-11    5.027E+25    1.329E+04    1.736E+03    9.714E-06    2.736E+01    2.155E-67     r       4.6
6.642E+08    3.465E-11    5.027E+25    1.343E+04    1.823E+03    1.009E-05    2.718E+01    3.683E-67     r       4.6
6.642E+08    3.550E-11    5.027E+25    1.350E+04    1.868E+03    1.029E-05    2.710E+01    4.802E-67     r       4.6
6.642E+08    3.724E-11    5.027E+25    1.364E+04    1.960E+03    1.068E-05    2.693E+01    8.117E-67     r       4.6
6.641E+08    4.093E-11    5.027E+25    1.392E+04    2.155E+03    1.151E-05    2.659E+01    2.272E-66     r       4.6
6.641E+08    4.288E-11    5.027E+25    1.407E+04    2.258E+03    1.194E-05    2.643E+01    3.762E-66     r       4.6
6.640E+08    4.699E-11    5.027E+25    1.435E+04    2.476E+03    1.283E-05    2.611E+01    1.012E-65     r       4.6
6.639E+08    4.917E-11    5.027E+25    1.449E+04    2.591E+03    1.330E-05    2.596E+01    1.643E-65     r       4.6
6.638E+08    5.374E-11    5.027E+25    1.478E+04    2.834E+03    1.426E-05    2.565E+01    4.258E-65     r       4.6
6.638E+08    5.615E-11    5.027E+25    1.492E+04    2.962E+03    1.476E-05    2.550E+01    6.794E-65     r       4.6
6.637E+08    6.123E-11    5.027E+25    1.520E+04    3.231E+03    1.581E-05    2.521E+01    1.700E-64     r       4.6
6.637E+08    6.390E-11    5.027E+25    1.535E+04    3.373E+03    1.635E-05    2.507E+01    2.667E-64     r       4.6
6.636E+08    6.951E-11    5.027E+25    1.563E+04    3.671E+03    1.747E-05    2.480E+01    6.460E-64     r       4.6
6.636E+08    7.246E-11    5.027E+25    1.577E+04    3.827E+03    1.805E-05    2.466E+01    9.975E-64     r       4.6
6.635E+08    7.865E-11    5.027E+25    1.606E+04    4.156E+03    1.925E-05    2.439E+01    2.343E-63     r       4.6
6.634E+08    8.189E-11    5.027E+25    1.620E+04    4.328E+03    1.987E-05    2.426E+01    3.565E-63     r       4.6
6.633E+08    8.870E-11    5.027E+25    1.648E+04    4.690E+03    2.116E-05    2.401E+01    8.136E-63     r       4.6
6.633E+08    9.227E-11    5.027E+25    1.663E+04    4.880E+03    2.183E-05    2.388E+01    1.221E-62     r       4.6
6.632E+08    9.974E-11    5.027E+25    1.691E+04    5.277E+03    2.321E-05    2.364E+01    2.712E-62     r       4.6
6.632E+08    1.036E-10    5.027E+25    1.705E+04    5.485E+03    2.393E-05    2.352E+01    4.015E-62     r       4.6
6.631E+08    1.118E-10    5.027E+25    1.734E+04    5.920E+03    2.540E-05    2.329E+01    8.693E-62     r       4.6
6.631E+08    1.161E-10    5.027E+25    1.748E+04    6.148E+03    2.616E-05    2.317E+01    1.271E-61     r       4.6
6.630E+08    1.250E-10    5.027E+25    1.777E+04    6.623E+03    2.774E-05    2.294E+01    2.687E-61     r       4.6
6.629E+08    1.297E-10    5.027E+25    1.791E+04    6.872E+03    2.855E-05    2.283E+01    3.883E-61     r       4.6
6.628E+08    1.394E-10    5.027E+25    1.820E+04    7.391E+03    3.022E-05    2.262E+01    8.021E-61     r       4.6
6.628E+08    1.445E-10    5.027E+25    1.834E+04    7.662E+03    3.109E-05    2.251E+01    1.146E-60     r       4.6
6.627E+08    1.551E-10    5.027E+25    1.862E+04    8.227E+03    3.287E-05    2.230E+01    2.317E-60     r       4.6
6.627E+08    1.606E-10    5.027E+25    1.877E+04    8.521E+03    3.379E-05    2.220E+01    3.278E-60     r       4.6
6.626E+08    1.721E-10    5.027E+25    1.905E+04    9.135E+03    3.568E-05    2.200E+01    6.490E-60     r       4.6
6.626E+08    1.781E-10    5.027E+25    1.919E+04    9.455E+03    3.665E-05    2.190E+01    9.088E-60     r       4.6
6.625E+08    1.905E-10    5.027E+25    1.948E+04    1.012E+04    3.866E-05    2.170E+01    1.765E-59     r       4.6
6.624E+08    1.970E-10    5.027E+25    1.962E+04    1.047E+04    3.969E-05    2.161E+01    2.448E-59     r       4.6
6.623E+08    2.105E-10    5.027E+25    1.991E+04    1.119E+04    4.182E-05    2.142E+01    4.667E-59     r       4.6
6.623E+08    2.175E-10    5.027E+25    2.005E+04    1.156E+04    4.291E-05    2.132E+01    6.415E-59     r       4.6
6.622E+08    2.321E-10    5.027E+25    2.034E+04    1.234E+04    4.516E-05    2.114E+01    1.202E-58     r       4.6
6.622E+08    2.396E-10    5.027E+25    2.048E+04    1.275E+04    4.632E-05    2.105E+01    1.637E-58     r       4.6
6.621E+08    2.553E-10    5.027E+25    2.077E+04    1.359E+04    4.870E-05    2.088E+01    3.016E-58     r       4.6
6.621E+08    2.635E-10    5.027E+25    2.091E+04    1.402E+04    4.992E-05    2.079E+01    4.076E-58     r       4.6
6.620E+08    2.804E-10    5.027E+25    2.120E+04    1.493E+04    5.243E-05    2.062E+01    7.389E-58     r       4.6
6.619E+08    2.892E-10    5.027E+25    2.134E+04    1.540E+04    5.372E-05    2.054E+01    9.909E-58     r       4.6
6.618E+08    3.073E-10    5.027E+25    2.163E+04    1.638E+04    5.636E-05    2.037E+01    1.769E-57     r       4.6
6.618E+08    3.168E-10    5.027E+25    2.177E+04    1.688E+04    5.772E-05    2.029E+01    2.355E-57     r       4.6
6.617E+08    3.363E-10    5.027E+25    2.206E+04    1.793E+04    6.051E-05    2.013E+01    4.142E-57     r       4.6
6.617E+08    3.464E-10    5.027E+25    2.220E+04    1.847E+04    6.194E-05    2.005E+01    5.475E-57     r       4.6
6.616E+08    3.673E-10    5.027E+25    2.249E+04    1.960E+04    6.487E-05    1.990E+01    9.498E-57     r       4.6
6.616E+08    3.781E-10    5.027E+25    2.263E+04    2.018E+04    6.638E-05    1.982E+01    1.247E-56     r       4.6
6.615E+08    4.005E-10    5.027E+25    2.292E+04    2.138E+04    6.946E-05    1.967E+01    2.134E-56     r       4.6
6.614E+08    4.121E-10    5.027E+25    2.306E+04    2.201E+04    7.104E-05    1.960E+01    2.783E-56     r       4.6
6.613E+08    4.361E-10    5.027E+25    2.335E+04    2.329E+04    7.428E-05    1.945E+01    4.704E-56     r       4.6
6.613E+08    4.485E-10    5.027E+25    2.349E+04    2.396E+04    7.594E-05    1.938E+01    6.096E-56     r       4.6
6.612E+08    4.741E-10    5.027E+25    2.378E+04    2.534E+04    7.934E-05    1.924E+01    1.018E-55     r       4.6
6.612E+08    4.873E-10    5.027E+25    2.392E+04    2.605E+04    8.108E-05    1.917E+01    1.311E-55     r       4.6
6.611E+08    5.146E-10    5.027E+25    2.421E+04    2.752E+04    8.465E-05    1.903E+01    2.163E-55     r       4.6
6.610E+08    5.287E-10    5.027E+25    2.435E+04    2.828E+04    8.647E-05    1.896E+01    2.770E-55     r       4.6
6.610E+08    5.578E-10    5.027E+25    2.464E+04    2.985E+04    9.021E-05    1.883E+01    4.519E-55     r       4.6
6.609E+08    5.728E-10    5.027E+25    2.478E+04    3.066E+04    9.212E-05    1.876E+01    5.756E-55     r       4.6
6.608E+08    6.038E-10    5.027E+25    2.507E+04    3.233E+04    9.603E-05    1.863E+01    9.289E-55     r       4.6
6.608E+08    6.197E-10    5.027E+25    2.521E+04    3.320E+04    9.803E-05    1.857E+01    1.177E-54     r       4.6
6.607E+08    6.527E-10    5.027E+25    2.550E+04    3.497E+04    1.021E-04    1.844E+01    1.880E-54     r       4.6
6.607E+08    6.697E-10    5.027E+25    2.564E+04    3.589E+04    1.042E-04    1.838E+01    2.369E-54     r       4.6
6.606E+08    7.047E-10    5.027E+25    2.593E+04    3.778E+04    1.085E-04    1.825E+01    3.746E-54     r       4.6
6.605E+08    7.227E-10    5.027E+25    2.608E+04    3.876E+04    1.107E-04    1.819E+01    4.699E-54     r       4.6
6.605E+08    7.598E-10    5.027E+25    2.636E+04    4.077E+04    1.151E-04    1.807E+01    7.358E-54     r       4.6
6.604E+08    7.789E-10    5.027E+25    2.651E+04    4.180E+04    1.174E-04    1.801E+01    9.185E-54     r       4.6
6.603E+08    8.183E-10    5.027E+25    2.679E+04    4.393E+04    1.221E-04    1.790E+01    1.425E-53     r       4.6
6.603E+08    8.386E-10    5.027E+25    2.694E+04    4.503E+04    1.245E-04    1.784E+01    1.771E-53     r       4.6
6.602E+08    8.803E-10    5.027E+25    2.723E+04    4.729E+04    1.293E-04    1.773E+01    2.723E-53     r       4.6
6.602E+08    9.017E-10    5.027E+25    2.737E+04    4.845E+04    1.318E-04    1.767E+01    3.369E-53     r       4.6
6.601E+08    9.459E-10    5.027E+25    2.766E+04    5.084E+04    1.369E-04    1.756E+01    5.135E-53     r       4.6
6.599E+08    1.039E-09    5.027E+25    2.824E+04    5.591E+04    1.475E-04    1.734E+01    1.173E-52     r       4.6
6.598E+08    1.089E-09    5.027E+25    2.852E+04    5.859E+04    1.530E-04    1.723E+01    1.759E-52     r       4.6
6.597E+08    1.193E-09    5.027E+25    2.910E+04    6.425E+04    1.644E-04    1.703E+01    3.895E-52     r       4.6
6.596E+08    1.248E-09    5.027E+25    2.939E+04    6.723E+04    1.704E-04    1.693E+01    5.752E-52     r       4.6
6.594E+08    1.363E-09    5.027E+25    2.997E+04    7.353E+04    1.828E-04    1.673E+01    1.236E-51     r       4.6
6.593E+08    1.424E-09    5.027E+25    3.026E+04    7.685E+04    1.892E-04    1.663E+01    1.800E-51     r       4.6
6.592E+08    1.553E-09    5.027E+25    3.083E+04    8.385E+04    2.025E-04    1.644E+01    3.763E-51     r       4.6
6.591E+08    1.620E-09    5.027E+25    3.112E+04    8.753E+04    2.095E-04    1.635E+01    5.406E-51     r       4.6
6.589E+08    1.762E-09    5.027E+25    3.170E+04    9.527E+04    2.239E-04    1.617E+01    1.101E-50     r       4.6
6.588E+08    1.836E-09    5.027E+25    3.199E+04    9.934E+04    2.313E-04    1.608E+01    1.562E-50     r       4.6
6.587E+08    1.993E-09    5.027E+25    3.257E+04    1.079E+05    2.468E-04    1.591E+01    3.106E-50     r       4.6
6.586E+08    2.075E-09    5.027E+25    3.286E+04    1.124E+05    2.548E-04    1.582E+01    4.354E-50     r       4.6
6.584E+08    2.247E-09    5.027E+25    3.344E+04    1.218E+05    2.713E-04    1.566E+01    8.461E-50     r       4.6
6.583E+08    2.337E-09    5.027E+25    3.373E+04    1.267E+05    2.799E-04    1.558E+01    1.173E-49     r       4.6
6.582E+08    2.526E-09    5.027E+25    3.431E+04    1.371E+05    2.976E-04    1.542E+01    2.231E-49     r       4.6
6.581E+08    2.624E-09    5.027E+25    3.460E+04    1.425E+05    3.068E-04    1.534E+01    3.060E-49     r       4.6
6.579E+08    2.831E-09    5.027E+25    3.518E+04    1.538E+05    3.258E-04    1.519E+01    5.703E-49     r       4.6
6.578E+08    2.939E-09    5.027E+25    3.547E+04    1.598E+05    3.356E-04    1.511E+01    7.746E-49     r       4.6
6.577E+08    3.164E-09    5.027E+25    3.605E+04    1.722E+05    3.558E-04    1.496E+01    1.416E-48     r       4.6
6.576E+08    3.282E-09    5.027E+25    3.634E+04    1.786E+05    3.662E-04    1.489E+01    1.906E-48     r       4.6
6.574E+08    3.527E-09    5.027E+25    3.692E+04    1.922E+05    3.878E-04    1.475E+01    3.420E-48     r       4.6
6.573E+08    3.656E-09    5.027E+25    3.721E+04    1.992E+05    3.989E-04    1.468E+01    4.562E-48     r       4.6
6.572E+08    3.923E-09    5.027E+25    3.779E+04    2.140E+05    4.219E-04    1.454E+01    8.049E-48     r       4.6
6.571E+08    4.062E-09    5.027E+25    3.808E+04    2.217E+05    4.337E-04    1.448E+01    1.065E-47     r       4.6
6.569E+08    4.352E-09    5.027E+25    3.866E+04    2.377E+05    4.581E-04    1.435E+01    1.848E-47     r       4.6
6.568E+08    4.503E-09    5.027E+25    3.896E+04    2.461E+05    4.706E-04    1.428E+01    2.425E-47     r       4.6
6.567E+08    4.818E-09    5.027E+25    3.954E+04    2.635E+05    4.965E-04    1.415E+01    4.143E-47     r       4.6
6.566E+08    4.981E-09    5.027E+25    3.983E+04    2.725E+05    5.098E-04    1.409E+01    5.396E-47     r       4.6
6.564E+08    5.322E-09    5.027E+25    4.041E+04    2.914E+05    5.372E-04    1.397E+01    9.085E-47     r       4.6
6.563E+08    5.498E-09    5.027E+25    4.070E+04    3.012E+05    5.513E-04    1.391E+01    1.175E-46     r       4.6
6.562E+08    5.866E-09    5.027E+25    4.129E+04    3.216E+05    5.803E-04    1.379E+01    1.950E-46     r       4.6
6.561E+08    6.057E-09    5.027E+25    4.158E+04    3.322E+05    5.953E-04    1.373E+01    2.504E-46     r       4.6
6.559E+08    6.453E-09    5.027E+25    4.216E+04    3.542E+05    6.260E-04    1.362E+01    4.103E-46     r       4.6
6.558E+08    6.658E-09    5.027E+25    4.246E+04    3.656E+05    6.417E-04    1.356E+01    5.234E-46     r       4.6
6.557E+08    7.085E-09    5.027E+25    4.304E+04    3.894E+05    6.742E-04    1.345E+01    8.465E-46     r       4.6
6.556E+08    7.306E-09    5.027E+25    4.333E+04    4.017E+05    6.908E-04    1.339E+01    1.073E-45     r       4.6
6.554E+08    7.765E-09    5.027E+25    4.392E+04    4.273E+05    7.250E-04    1.329E+01    1.715E-45     r       4.6
6.553E+08    8.002E-09    5.027E+25    4.421E+04    4.405E+05    7.426E-04    1.323E+01    2.161E-45     r       4.6
6.552E+08    8.495E-09    5.027E+25    4.480E+04    4.680E+05    7.786E-04    1.313E+01    3.413E-45     r       4.6
6.551E+08    8.750E-09    5.027E+25    4.509E+04    4.823E+05    7.971E-04    1.308E+01    4.277E-45     r       4.6
6.549E+08    9.278E-09    5.027E+25    4.567E+04    5.118E+05    8.351E-04    1.298E+01    6.679E-45     r       4.6
6.548E+08    9.551E-09    5.027E+25    4.597E+04    5.271E+05    8.546E-04    1.293E+01    8.324E-45     r       4.6
6.547E+08    1.012E-08    5.027E+25    4.655E+04    5.588E+05    8.945E-04    1.283E+01    1.286E-44     r       4.6
6.546E+08    1.041E-08    5.027E+25    4.685E+04    5.752E+05    9.150E-04    1.278E+01    1.595E-44     r       4.6
6.544E+08    1.101E-08    5.027E+25    4.743E+04    6.091E+05    9.570E-04    1.269E+01    2.439E-44     r       4.6
6.543E+08    1.133E-08    5.027E+25    4.773E+04    6.266E+05    9.785E-04    1.264E+01    3.009E-44     r       4.6
6.542E+08    1.197E-08    5.027E+25    4.832E+04    6.629E+05    1.023E-03    1.255E+01    4.556E-44     r       4.6
6.541E+08    1.230E-08    5.027E+25    4.861E+04    6.817E+05    1.045E-03    1.250E+01    5.594E-44     r       4.6
6.539E+08    1.299E-08    5.027E+25    4.920E+04    7.204E+05    1.091E-03    1.241E+01    8.393E-44     r       4.6
6.538E+08    1.335E-08    5.027E+25    4.949E+04    7.405E+05    1.115E-03    1.237E+01    1.026E-43     r       4.6
6.537E+08    1.408E-08    5.027E+25    5.008E+04    7.818E+05    1.164E-03    1.228E+01    1.525E-43     r       4.6
6.536E+08    1.446E-08    5.027E+25    5.037E+04    8.032E+05    1.188E-03    1.224E+01    1.855E-43     r       4.6
6.534E+08    1.524E-08    5.027E+25    5.096E+04    8.473E+05    1.239E-03    1.215E+01    2.735E-43     r       4.6
6.533E+08    1.565E-08    5.027E+25    5.126E+04    8.701E+05    1.265E-03    1.211E+01    3.313E-43     r       4.6
6.532E+08    1.648E-08    5.027E+25    5.185E+04    9.171E+05    1.318E-03    1.203E+01    4.843E-43     r       4.6
6.531E+08    1.691E-08    5.027E+25    5.214E+04    9.413E+05    1.346E-03    1.198E+01    5.844E-43     r       4.6
6.529E+08    1.779E-08    5.027E+25    5.273E+04    9.913E+05    1.401E-03    1.190E+01    8.474E-43     r       4.6
6.528E+08    1.824E-08    5.027E+25    5.303E+04    1.017E+06    1.430E-03    1.186E+01    1.018E-42     r       4.6
6.527E+08    1.918E-08    5.027E+25    5.362E+04    1.070E+06    1.488E-03    1.179E+01    1.465E-42     r       4.6
6.526E+08    1.966E-08    5.027E+25    5.391E+04    1.098E+06    1.518E-03    1.175E+01    1.755E-42     r       4.6
6.524E+08    2.066E-08    5.027E+25    5.450E+04    1.154E+06    1.578E-03    1.167E+01    2.506E-42     r       4.6
6.523E+08    2.117E-08    5.027E+25    5.480E+04    1.183E+06    1.609E-03    1.163E+01    2.989E-42     r       4.6
6.522E+08    2.222E-08    5.027E+25    5.539E+04    1.243E+06    1.673E-03    1.156E+01    4.239E-42     r       4.6
6.521E+08    2.276E-08    5.027E+25    5.568E+04    1.274E+06    1.705E-03    1.152E+01    5.039E-42     r       4.6
6.519E+08    2.388E-08    5.027E+25    5.628E+04    1.337E+06    1.771E-03    1.145E+01    7.096E-42     r       4.6
6.516E+08    2.623E-08    5.027E+25    5.746E+04    1.472E+06    1.909E-03    1.131E+01    1.389E-41     r       4.6
6.514E+08    2.748E-08    5.027E+25    5.805E+04    1.543E+06    1.981E-03    1.124E+01    1.930E-41     r       4.6
6.511E+08    3.011E-08    5.027E+25    5.924E+04    1.693E+06    2.131E-03    1.110E+01    3.682E-41     r       4.6
6.509E+08    3.150E-08    5.027E+25    5.983E+04    1.773E+06    2.209E-03    1.104E+01    5.055E-41     r       4.6
6.506E+08    3.442E-08    5.027E+25    6.102E+04    1.941E+06    2.371E-03    1.091E+01    9.419E-41     r       4.6
6.504E+08    3.596E-08    5.027E+25    6.162E+04    2.029E+06    2.455E-03    1.084E+01    1.279E-40     r       4.6
6.501E+08    3.920E-08    5.027E+25    6.281E+04    2.216E+06    2.631E-03    1.072E+01    2.330E-40     r       4.6
6.499E+08    4.091E-08    5.027E+25    6.340E+04    2.314E+06    2.721E-03    1.066E+01    3.129E-40     r       4.6
6.496E+08    4.449E-08    5.027E+25    6.459E+04    2.521E+06    2.910E-03    1.054E+01    5.584E-40     r       4.6
6.494E+08    4.637E-08    5.027E+25    6.519E+04    2.630E+06    3.008E-03    1.048E+01    7.424E-40     r       4.6
6.491E+08    5.032E-08    5.027E+25    6.638E+04    2.859E+06    3.211E-03    1.037E+01    1.299E-39     r       4.6
6.489E+08    5.240E-08    5.027E+25    6.698E+04    2.980E+06    3.317E-03    1.031E+01    1.711E-39     r       4.6
6.486E+08    5.674E-08    5.027E+25    6.818E+04    3.232E+06    3.535E-03    1.021E+01    2.941E-39     r       4.6
