   r        Qm       L_r       T        P        rho      kap      eps     fl   dlnPdlnT
1.779E+09    0.000E+00    5.070E+29    2.177E+04    3.128E+03    0.000E+00    5.363E-02    0.000E+00     *      99.9
1.777E+09    4.829E-14    5.070E+29    7.877E+03    1.830E+00    8.149E-09    7.654E-01    4.076E-82     r       2.1
1.776E+09    2.085E-13    5.070E+29    2.129E+04    1.400E+01    4.913E-08    1.288E-01    8.313E-61     r       1.7
1.775E+09    4.008E-13    5.070E+29    2.467E+04    2.866E+01    8.678E-08    1.233E-01    4.573E-58     r       4.7
1.774E+09    5.532E-13    5.070E+29    2.469E+04    4.028E+01    1.219E-07    1.510E-01    6.602E-58     *      99.9
1.774E+09    6.511E-13    5.070E+29    2.470E+04    4.776E+01    1.444E-07    1.677E-01    7.984E-58     *      99.9
1.774E+09    7.065E-13    5.070E+29    2.471E+04    5.200E+01    1.572E-07    1.770E-01    8.800E-58     *      99.9
1.774E+09    7.362E-13    5.070E+29    2.471E+04    5.426E+01    1.640E-07    1.818E-01    9.244E-58     *      99.9
1.774E+09    7.992E-13    5.070E+29    2.472E+04    5.908E+01    1.785E-07    1.919E-01    1.022E-57     *      99.9
1.774E+09    8.328E-13    5.070E+29    2.473E+04    6.164E+01    1.862E-07    1.972E-01    1.075E-57     *      99.9
1.774E+09    9.044E-13    5.070E+29    2.474E+04    6.711E+01    2.026E-07    2.084E-01    1.192E-57     *      99.9
1.773E+09    9.425E-13    5.070E+29    2.475E+04    7.003E+01    2.114E-07    2.142E-01    1.256E-57     *      99.9
1.773E+09    1.024E-12    5.070E+29    2.476E+04    7.624E+01    2.300E-07    2.264E-01    1.399E-57     *      99.9
1.773E+09    1.067E-12    5.070E+29    2.477E+04    7.955E+01    2.399E-07    2.327E-01    1.478E-57     *      99.9
1.773E+09    1.159E-12    5.070E+29    2.479E+04    8.659E+01    2.610E-07    2.460E-01    1.654E-57     *      99.9
1.773E+09    1.208E-12    5.070E+29    2.480E+04    9.035E+01    2.721E-07    2.530E-01    1.753E-57     *      99.9
1.773E+09    1.295E-12    5.070E+29    2.482E+04    9.699E+01    3.857E-09    4.124E-02    2.557E-59     r      93.8
1.773E+09    1.296E-12    5.070E+29    2.482E+04    9.705E+01    4.023E-09    4.149E-02    2.667E-59     *      99.9
1.773E+09    1.297E-12    5.070E+29    2.482E+04    9.716E+01    4.377E-09    4.201E-02    2.901E-59     *      99.9
1.773E+09    1.301E-12    5.070E+29    2.482E+04    9.743E+01    5.179E-09    4.316E-02    3.434E-59     *      99.9
1.772E+09    1.310E-12    5.070E+29    2.482E+04    9.813E+01    7.253E-09    4.600E-02    4.812E-59     *      99.9
1.771E+09    1.340E-12    5.070E+29    2.482E+04    1.005E+02    1.422E-08    5.455E-02    9.448E-59     *      99.9
1.770E+09    1.513E-12    5.070E+29    2.483E+04    1.138E+02    5.383E-08    9.357E-02    3.638E-58     *      99.9
1.769E+09    1.737E-12    5.070E+29    2.485E+04    1.311E+02    1.048E-07    1.352E-01    7.323E-58     *      99.9
1.768E+09    1.919E-12    5.070E+29    2.488E+04    1.452E+02    1.459E-07    1.655E-01    1.056E-57     *      99.9
1.768E+09    2.035E-12    5.070E+29    2.489E+04    1.542E+02    1.719E-07    1.836E-01    1.277E-57     r      87.6
1.768E+09    2.101E-12    5.070E+29    2.491E+04    1.592E+02    1.866E-07    1.935E-01    1.408E-57     r      77.7
1.768E+09    2.249E-12    5.070E+29    2.493E+04    1.707E+02    2.197E-07    2.151E-01    1.723E-57     r      68.2
1.768E+09    2.333E-12    5.070E+29    2.495E+04    1.772E+02    2.382E-07    2.269E-01    1.913E-57     r      60.1
1.767E+09    2.522E-12    5.070E+29    2.498E+04    1.919E+02    2.799E-07    2.523E-01    2.381E-57     r      52.4
1.767E+09    2.629E-12    5.070E+29    2.501E+04    2.001E+02    3.033E-07    2.660E-01    2.671E-57     r      45.9
1.767E+09    2.869E-12    5.070E+29    2.506E+04    2.188E+02    3.555E-07    2.954E-01    3.408E-57     r      39.9
1.767E+09    3.004E-12    5.070E+29    2.510E+04    2.293E+02    3.847E-07    3.112E-01    3.880E-57     r      34.8
1.767E+09    3.309E-12    5.070E+29    2.518E+04    2.529E+02    4.497E-07    3.445E-01    5.128E-57     r      30.1
1.767E+09    3.479E-12    5.070E+29    2.523E+04    2.662E+02    4.857E-07    3.620E-01    5.962E-57     r      26.3
1.766E+09    3.570E-12    5.070E+29    2.525E+04    2.732E+02    5.047E-07    3.710E-01    6.448E-57     r      24.5
1.766E+09    3.761E-12    5.070E+29    2.531E+04    2.881E+02    5.446E-07    3.893E-01    7.595E-57     r      22.9
1.766E+09    3.863E-12    5.070E+29    2.534E+04    2.960E+02    5.656E-07    3.986E-01    8.272E-57     r      21.4
1.766E+09    4.077E-12    5.070E+29    2.541E+04    3.126E+02    6.097E-07    4.175E-01    9.889E-57     r      19.9
1.766E+09    4.191E-12    5.070E+29    2.545E+04    3.214E+02    6.328E-07    4.270E-01    1.086E-56     r      18.7
1.766E+09    4.430E-12    5.070E+29    2.553E+04    3.401E+02    6.813E-07    4.463E-01    1.320E-56     r      17.5
1.766E+09    4.557E-12    5.070E+29    2.558E+04    3.499E+02    7.067E-07    4.560E-01    1.462E-56     r      16.4
1.766E+09    4.824E-12    5.070E+29    2.568E+04    3.708E+02    7.599E-07    4.753E-01    1.810E-56     r      15.3
1.766E+09    4.966E-12    5.070E+29    2.573E+04    3.817E+02    7.876E-07    4.850E-01    2.025E-56     r      14.4
1.766E+09    5.264E-12    5.070E+29    2.584E+04    4.049E+02    8.457E-07    5.042E-01    2.558E-56     r      13.6
1.766E+09    5.421E-12    5.070E+29    2.590E+04    4.172E+02    8.759E-07    5.137E-01    2.891E-56     r      12.8
1.766E+09    5.752E-12    5.070E+29    2.603E+04    4.429E+02    9.390E-07    5.324E-01    3.732E-56     r      12.1
1.765E+09    5.926E-12    5.070E+29    2.610E+04    4.565E+02    9.718E-07    5.416E-01    4.263E-56     r      11.4
1.765E+09    6.293E-12    5.070E+29    2.625E+04    4.851E+02    1.040E-06    5.596E-01    5.627E-56     r      10.8
1.765E+09    6.486E-12    5.070E+29    2.632E+04    5.001E+02    1.076E-06    5.683E-01    6.500E-56     r      10.3
1.765E+09    6.892E-12    5.070E+29    2.649E+04    5.317E+02    1.149E-06    5.852E-01    8.772E-56     r       9.8
1.765E+09    7.105E-12    5.070E+29    2.658E+04    5.483E+02    1.188E-06    5.933E-01    1.025E-55     r       9.3
1.765E+09    7.553E-12    5.070E+29    2.676E+04    5.832E+02    1.267E-06    6.089E-01    1.414E-55     r       8.9
1.765E+09    7.788E-12    5.070E+29    2.686E+04    6.015E+02    1.308E-06    6.163E-01    1.669E-55     r       8.5
1.765E+09    8.280E-12    5.070E+29    2.706E+04    6.399E+02    1.393E-06    6.303E-01    2.352E-55     r       8.2
1.765E+09    8.538E-12    5.070E+29    2.717E+04    6.600E+02    1.437E-06    6.369E-01    2.806E-55     r       7.8
1.765E+09    9.078E-12    5.070E+29    2.739E+04    7.021E+02    1.527E-06    6.493E-01    4.031E-55     r       7.6
1.765E+09    9.361E-12    5.070E+29    2.751E+04    7.242E+02    1.574E-06    6.551E-01    4.854E-55     r       7.3
1.765E+09    9.952E-12    5.070E+29    2.775E+04    7.703E+02    1.671E-06    6.658E-01    7.098E-55     r       7.1
1.764E+09    1.026E-11    5.070E+29    2.788E+04    7.944E+02    1.721E-06    6.707E-01    8.618E-55     r       6.8
1.764E+09    1.091E-11    5.070E+29    2.814E+04    8.448E+02    1.823E-06    6.797E-01    1.280E-54     r       6.6
1.764E+09    1.124E-11    5.070E+29    2.827E+04    8.711E+02    1.876E-06    6.837E-01    1.565E-54     r       6.5
1.764E+09    1.195E-11    5.070E+29    2.855E+04    9.260E+02    1.985E-06    6.911E-01    2.354E-54     r       6.3
1.764E+09    1.231E-11    5.070E+29    2.869E+04    9.547E+02    2.041E-06    6.943E-01    2.896E-54     r       6.1
1.764E+09    1.308E-11    5.070E+29    2.898E+04    1.014E+03    2.156E-06    7.001E-01    4.402E-54     r       6.0
1.764E+09    1.348E-11    5.070E+29    2.913E+04    1.045E+03    2.216E-06    7.026E-01    5.440E-54     r       5.9
1.764E+09    1.431E-11    5.070E+29    2.943E+04    1.110E+03    2.338E-06    7.070E-01    8.337E-54     r       5.8
1.764E+09    1.474E-11    5.070E+29    2.959E+04    1.144E+03    2.400E-06    7.088E-01    1.034E-53     r       5.7
1.764E+09    1.563E-11    5.070E+29    2.991E+04    1.214E+03    2.529E-06    7.119E-01    1.594E-53     r       5.6
1.764E+09    1.610E-11    5.070E+29    3.007E+04    1.251E+03    2.595E-06    7.131E-01    1.981E-53     r       5.5
1.764E+09    1.707E-11    5.070E+29    3.040E+04    1.326E+03    2.731E-06    7.151E-01    3.064E-53     r       5.4
1.763E+09    1.757E-11    5.070E+29    3.056E+04    1.366E+03    2.801E-06    7.158E-01    3.814E-53     r       5.4
1.763E+09    1.862E-11    5.070E+29    3.090E+04    1.448E+03    2.944E-06    7.168E-01    5.911E-53     r       5.3
1.763E+09    1.916E-11    5.070E+29    3.107E+04    1.490E+03    3.017E-06    7.171E-01    7.361E-53     r       5.2
1.763E+09    2.029E-11    5.070E+29    3.142E+04    1.578E+03    3.168E-06    7.172E-01    1.141E-52     r       5.2
1.763E+09    2.087E-11    5.070E+29    3.159E+04    1.624E+03    3.245E-06    7.171E-01    1.420E-52     r       5.1
1.763E+09    2.208E-11    5.070E+29    3.195E+04    1.718E+03    3.404E-06    7.165E-01    2.199E-52     r       5.1
1.763E+09    2.271E-11    5.070E+29    3.213E+04    1.768E+03    3.485E-06    7.161E-01    2.736E-52     r       5.0
1.763E+09    2.401E-11    5.070E+29    3.249E+04    1.869E+03    3.652E-06    7.149E-01    4.226E-52     r       5.0
1.763E+09    2.468E-11    5.070E+29    3.267E+04    1.922E+03    3.737E-06    7.142E-01    5.248E-52     r       5.0
1.763E+09    2.607E-11    5.070E+29    3.304E+04    2.031E+03    3.913E-06    7.126E-01    8.081E-52     r       4.9
1.763E+09    2.679E-11    5.070E+29    3.322E+04    2.087E+03    4.002E-06    7.116E-01    1.002E-51     r       4.9
1.763E+09    2.828E-11    5.070E+29    3.360E+04    2.204E+03    4.186E-06    7.096E-01    1.536E-51     r       4.9
1.762E+09    2.905E-11    5.070E+29    3.378E+04    2.264E+03    4.281E-06    7.085E-01    1.900E-51     r       4.9
1.762E+09    3.064E-11    5.070E+29    3.416E+04    2.389E+03    4.474E-06    7.061E-01    2.900E-51     r       4.8
1.762E+09    3.146E-11    5.070E+29    3.435E+04    2.453E+03    4.572E-06    7.049E-01    3.578E-51     r       4.8
1.762E+09    3.316E-11    5.070E+29    3.473E+04    2.587E+03    4.775E-06    7.022E-01    5.433E-51     r       4.8
1.762E+09    3.404E-11    5.070E+29    3.492E+04    2.656E+03    4.878E-06    7.009E-01    6.685E-51     r       4.8
1.762E+09    3.585E-11    5.070E+29    3.531E+04    2.798E+03    5.091E-06    6.981E-01    1.010E-50     r       4.8
1.762E+09    3.678E-11    5.070E+29    3.550E+04    2.871E+03    5.199E-06    6.966E-01    1.239E-50     r       4.7
1.762E+09    3.871E-11    5.070E+29    3.589E+04    3.023E+03    5.421E-06    6.936E-01    1.860E-50     r       4.7
1.762E+09    3.971E-11    5.070E+29    3.608E+04    3.101E+03    5.535E-06    6.921E-01    2.275E-50     r       4.7
1.762E+09    4.176E-11    5.070E+29    3.647E+04    3.262E+03    5.767E-06    6.890E-01    3.396E-50     r       4.7
1.762E+09    4.282E-11    5.070E+29    3.667E+04    3.345E+03    5.886E-06    6.874E-01    4.142E-50     r       4.7
1.762E+09    4.500E-11    5.070E+29    3.706E+04    3.516E+03    6.129E-06    6.842E-01    6.144E-50     r       4.7
1.761E+09    4.613E-11    5.070E+29    3.726E+04    3.605E+03    6.253E-06    6.826E-01    7.471E-50     r       4.7
1.761E+09    4.845E-11    5.070E+29    3.765E+04    3.787E+03    6.507E-06    6.794E-01    1.101E-49     r       4.7
1.761E+09    4.964E-11    5.070E+29    3.785E+04    3.881E+03    6.637E-06    6.777E-01    1.335E-49     r       4.7
1.761E+09    5.210E-11    5.070E+29    3.825E+04    4.074E+03    6.903E-06    6.745E-01    1.956E-49     r       4.7
1.761E+09    5.731E-11    5.070E+29    3.905E+04    4.484E+03    7.457E-06    6.678E-01    4.148E-49     r       4.6
1.761E+09    6.007E-11    5.070E+29    3.945E+04    4.701E+03    7.746E-06    6.645E-01    6.003E-49     r       4.6
1.761E+09    6.591E-11    5.070E+29    4.025E+04    5.160E+03    8.349E-06    6.579E-01    1.242E-48     r       4.6
1.761E+09    6.900E-11    5.070E+29    4.066E+04    5.403E+03    8.663E-06    6.546E-01    1.776E-48     r       4.6
1.760E+09    7.552E-11    5.070E+29    4.147E+04    5.917E+03    9.318E-06    6.480E-01    3.589E-48     r       4.6
1.760E+09    7.896E-11    5.070E+29    4.187E+04    6.188E+03    9.658E-06    6.448E-01    5.073E-48     r       4.6
1.760E+09    8.622E-11    5.070E+29    4.268E+04    6.760E+03    1.037E-05    6.383E-01    1.002E-47     r       4.6
1.760E+09    9.005E-11    5.070E+29    4.309E+04    7.062E+03    1.074E-05    6.351E-01    1.400E-47     r       4.6
1.760E+09    9.811E-11    5.070E+29    4.391E+04    7.698E+03    1.150E-05    6.289E-01    2.704E-47     r       4.6
1.760E+09    1.023E-10    5.070E+29    4.432E+04    8.032E+03    1.190E-05    6.258E-01    3.739E-47     r       4.6
1.759E+09    1.113E-10    5.070E+29    4.514E+04    8.737E+03    1.273E-05    6.196E-01    7.072E-47     r       4.6
1.759E+09    1.160E-10    5.070E+29    4.555E+04    9.107E+03    1.316E-05    6.166E-01    9.676E-47     r       4.6
1.759E+09    1.258E-10    5.070E+29    4.637E+04    9.885E+03    1.405E-05    6.107E-01    1.794E-46     r       4.6
1.759E+09    1.310E-10    5.070E+29    4.679E+04    1.029E+04    1.451E-05    6.077E-01    2.430E-46     r       4.6
1.759E+09    1.418E-10    5.070E+29    4.761E+04    1.115E+04    1.546E-05    6.020E-01    4.420E-46     r       4.6
1.759E+09    1.475E-10    5.070E+29    4.803E+04    1.160E+04    1.596E-05    5.991E-01    5.933E-46     r       4.6
1.758E+09    1.594E-10    5.070E+29    4.886E+04    1.254E+04    1.699E-05    5.936E-01    1.059E-45     r       4.6
1.758E+09    1.657E-10    5.070E+29    4.927E+04    1.304E+04    1.752E-05    5.908E-01    1.409E-45     r       4.6
1.758E+09    1.788E-10    5.070E+29    5.010E+04    1.407E+04    1.862E-05    5.854E-01    2.473E-45     r       4.6
1.758E+09    1.856E-10    5.070E+29    5.052E+04    1.462E+04    1.918E-05    5.827E-01    3.263E-45     r       4.6
1.758E+09    1.999E-10    5.070E+29    5.135E+04    1.575E+04    2.036E-05    5.775E-01    5.631E-45     r       4.6
1.758E+09    2.074E-10    5.070E+29    5.177E+04    1.634E+04    2.097E-05    5.749E-01    7.369E-45     r       4.6
1.757E+09    2.230E-10    5.070E+29    5.260E+04    1.758E+04    2.222E-05    5.699E-01    1.252E-44     r       4.6
1.757E+09    2.311E-10    5.070E+29    5.302E+04    1.823E+04    2.287E-05    5.674E-01    1.626E-44     r       4.6
1.757E+09    2.482E-10    5.070E+29    5.386E+04    1.958E+04    2.421E-05    5.625E-01    2.721E-44     r       4.6
1.757E+09    2.570E-10    5.070E+29    5.428E+04    2.028E+04    2.490E-05    5.601E-01    3.507E-44     r       4.6
1.757E+09    2.755E-10    5.070E+29    5.512E+04    2.175E+04    2.633E-05    5.553E-01    5.786E-44     r       4.6
1.757E+09    2.852E-10    5.070E+29    5.554E+04    2.252E+04    2.706E-05    5.530E-01    7.406E-44     r       4.6
1.756E+09    3.053E-10    5.070E+29    5.638E+04    2.411E+04    2.858E-05    5.484E-01    1.205E-43     r       4.6
1.756E+09    3.157E-10    5.070E+29    5.680E+04    2.494E+04    2.936E-05    5.461E-01    1.533E-43     r       4.6
1.756E+09    3.375E-10    5.070E+29    5.764E+04    2.668E+04    3.097E-05    5.417E-01    2.462E-43     r       4.6
1.756E+09    3.488E-10    5.070E+29    5.806E+04    2.758E+04    3.180E-05    5.395E-01    3.111E-43     r       4.6
1.756E+09    3.724E-10    5.070E+29    5.891E+04    2.945E+04    3.350E-05    5.352E-01    4.935E-43     r       4.6
1.756E+09    3.846E-10    5.070E+29    5.933E+04    3.043E+04    3.438E-05    5.331E-01    6.197E-43     r       4.6
1.755E+09    4.101E-10    5.070E+29    6.017E+04    3.246E+04    3.619E-05    5.289E-01    9.715E-43     r       4.6
1.755E+09    4.233E-10    5.070E+29    6.060E+04    3.351E+04    3.712E-05    5.268E-01    1.213E-42     r       4.6
1.755E+09    4.508E-10    5.070E+29    6.144E+04    3.570E+04    3.904E-05    5.228E-01    1.880E-42     r       4.6
1.755E+09    4.650E-10    5.070E+29    6.187E+04    3.684E+04    4.002E-05    5.208E-01    2.334E-42     r       4.6
1.755E+09    4.946E-10    5.070E+29    6.272E+04    3.920E+04    4.204E-05    5.168E-01    3.579E-42     r       4.6
1.755E+09    5.100E-10    5.070E+29    6.314E+04    4.042E+04    4.308E-05    5.149E-01    4.420E-42     r       4.6
1.754E+09    5.418E-10    5.070E+29    6.399E+04    4.296E+04    4.522E-05    5.111E-01    6.706E-42     r       4.6
1.754E+09    5.583E-10    5.070E+29    6.441E+04    4.428E+04    4.632E-05    5.092E-01    8.239E-42     r       4.6
1.754E+09    5.924E-10    5.070E+29    6.527E+04    4.701E+04    4.857E-05    5.055E-01    1.238E-41     r       4.6
1.754E+09    6.101E-10    5.070E+29    6.569E+04    4.842E+04    4.973E-05    5.036E-01    1.513E-41     r       4.6
1.754E+09    6.468E-10    5.070E+29    6.654E+04    5.135E+04    5.210E-05    5.000E-01    2.252E-41     r       4.6
1.754E+09    6.658E-10    5.070E+29    6.697E+04    5.287E+04    5.332E-05    4.982E-01    2.740E-41     r       4.6
1.753E+09    7.051E-10    5.070E+29    6.782E+04    5.602E+04    5.582E-05    4.947E-01    4.040E-41     r       4.6
1.753E+09    7.254E-10    5.070E+29    6.825E+04    5.764E+04    5.710E-05    4.930E-01    4.894E-41     r       4.6
1.753E+09    7.674E-10    5.070E+29    6.911E+04    6.101E+04    5.974E-05    4.896E-01    7.151E-41     r       4.6
1.753E+09    7.891E-10    5.070E+29    6.953E+04    6.275E+04    6.108E-05    4.879E-01    8.626E-41     r       4.6
1.753E+09    8.341E-10    5.070E+29    7.039E+04    6.635E+04    6.385E-05    4.846E-01    1.250E-40     r       4.6
1.753E+09    8.573E-10    5.070E+29    7.082E+04    6.821E+04    6.526E-05    4.829E-01    1.501E-40     r       4.6
1.752E+09    9.052E-10    5.070E+29    7.168E+04    7.206E+04    6.817E-05    4.797E-01    2.158E-40     r       4.6
1.752E+09    9.300E-10    5.070E+29    7.211E+04    7.405E+04    6.965E-05    4.781E-01    2.581E-40     r       4.6
1.752E+09    9.812E-10    5.070E+29    7.296E+04    7.815E+04    7.270E-05    4.750E-01    3.681E-40     r       4.6
1.752E+09    1.008E-09    5.070E+29    7.339E+04    8.027E+04    7.426E-05    4.734E-01    4.387E-40     r       4.6
1.752E+09    1.062E-09    5.070E+29    7.425E+04    8.465E+04    7.745E-05    4.703E-01    6.208E-40     r       4.6
1.752E+09    1.090E-09    5.070E+29    7.468E+04    8.691E+04    7.909E-05    4.688E-01    7.371E-40     r       4.6
1.751E+09    1.148E-09    5.070E+29    7.555E+04    9.157E+04    8.243E-05    4.658E-01    1.036E-39     r       4.6
1.751E+09    1.178E-09    5.070E+29    7.598E+04    9.398E+04    8.414E-05    4.644E-01    1.225E-39     r       4.6
1.751E+09    1.240E-09    5.070E+29    7.684E+04    9.894E+04    8.765E-05    4.614E-01    1.709E-39     r       4.6
1.751E+09    1.272E-09    5.070E+29    7.727E+04    1.015E+05    8.944E-05    4.600E-01    2.015E-39     r       4.6
1.751E+09    1.337E-09    5.070E+29    7.813E+04    1.068E+05    9.310E-05    4.572E-01    2.792E-39     r       4.6
1.751E+09    1.371E-09    5.070E+29    7.857E+04    1.095E+05    9.497E-05    4.558E-01    3.282E-39     r       4.6
1.750E+09    1.440E-09    5.070E+29    7.943E+04    1.151E+05    9.880E-05    4.530E-01    4.517E-39     r       4.6
1.750E+09    1.476E-09    5.070E+29    7.986E+04    1.180E+05    1.008E-04    4.516E-01    5.292E-39     r       4.6
