   r        Qm       L_r       T        P        rho      kap      eps     fl   dlnPdlnT
7.036E+08    1.183E-11    8.706E+25    1.157E+04    6.452E+02    4.136E-06    2.793E+01    1.210E-70     r       4.6
7.036E+08    1.256E-11    8.706E+25    1.172E+04    6.854E+02    4.337E-06    2.772E+01    2.412E-70     r       4.6
7.035E+08    1.294E-11    8.706E+25    1.180E+04    7.062E+02    4.440E-06    2.761E+01    3.390E-70     r       4.6
7.035E+08    1.373E-11    8.706E+25    1.195E+04    7.493E+02    4.651E-06    2.739E+01    6.640E-70     r       4.6
7.035E+08    1.413E-11    8.706E+25    1.203E+04    7.716E+02    4.759E-06    2.729E+01    9.255E-70     r       4.6
7.034E+08    1.497E-11    8.706E+25    1.218E+04    8.178E+02    4.981E-06    2.708E+01    1.783E-69     r       4.6
7.034E+08    1.541E-11    8.706E+25    1.226E+04    8.417E+02    5.095E-06    2.698E+01    2.466E-69     r       4.6
7.034E+08    1.631E-11    8.706E+25    1.241E+04    8.911E+02    5.328E-06    2.678E+01    4.677E-69     r       4.6
7.033E+08    1.677E-11    8.706E+25    1.249E+04    9.166E+02    5.447E-06    2.668E+01    6.416E-69     r       4.6
7.033E+08    1.773E-11    8.706E+25    1.264E+04    9.695E+02    5.692E-06    2.648E+01    1.199E-68     r       4.6
7.033E+08    1.823E-11    8.706E+25    1.272E+04    9.968E+02    5.817E-06    2.639E+01    1.633E-68     r       4.6
7.032E+08    1.926E-11    8.706E+25    1.287E+04    1.053E+03    6.074E-06    2.620E+01    3.007E-68     r       4.6
7.032E+08    1.979E-11    8.706E+25    1.295E+04    1.082E+03    6.205E-06    2.610E+01    4.066E-68     r       4.6
7.032E+08    2.088E-11    8.706E+25    1.310E+04    1.142E+03    6.474E-06    2.592E+01    7.384E-68     r       4.6
7.031E+08    2.144E-11    8.706E+25    1.318E+04    1.174E+03    6.611E-06    2.583E+01    9.918E-68     r       4.6
7.031E+08    2.261E-11    8.706E+25    1.333E+04    1.238E+03    6.892E-06    2.565E+01    1.777E-67     r       4.6
7.031E+08    2.321E-11    8.706E+25    1.340E+04    1.271E+03    7.036E-06    2.556E+01    2.372E-67     r       4.6
7.030E+08    2.445E-11    8.706E+25    1.356E+04    1.339E+03    7.331E-06    2.538E+01    4.196E-67     r       4.6
7.030E+08    2.509E-11    8.706E+25    1.363E+04    1.374E+03    7.481E-06    2.530E+01    5.563E-67     r       4.6
7.030E+08    2.640E-11    8.706E+25    1.379E+04    1.446E+03    7.789E-06    2.513E+01    9.722E-67     r       4.6
7.029E+08    2.708E-11    8.706E+25    1.386E+04    1.484E+03    7.946E-06    2.504E+01    1.281E-66     r       4.6
7.029E+08    2.848E-11    8.706E+25    1.402E+04    1.561E+03    8.267E-06    2.488E+01    2.213E-66     r       4.6
7.029E+08    2.920E-11    8.706E+25    1.409E+04    1.600E+03    8.432E-06    2.480E+01    2.899E-66     r       4.6
7.028E+08    3.068E-11    8.706E+25    1.425E+04    1.682E+03    8.767E-06    2.463E+01    4.949E-66     r       4.6
7.028E+08    3.145E-11    8.706E+25    1.432E+04    1.724E+03    8.938E-06    2.455E+01    6.448E-66     r       4.6
7.028E+08    3.302E-11    8.706E+25    1.448E+04    1.811E+03    9.288E-06    2.440E+01    1.089E-65     r       4.6
7.027E+08    3.383E-11    8.706E+25    1.455E+04    1.855E+03    9.467E-06    2.432E+01    1.411E-65     r       4.6
7.027E+08    3.549E-11    8.706E+25    1.471E+04    1.947E+03    9.832E-06    2.417E+01    2.357E-65     r       4.6
7.026E+08    3.901E-11    8.706E+25    1.501E+04    2.141E+03    1.059E-05    2.387E+01    6.445E-65     r       4.6
7.026E+08    4.086E-11    8.706E+25    1.517E+04    2.244E+03    1.099E-05    2.372E+01    1.055E-64     r       4.6
7.025E+08    4.479E-11    8.706E+25    1.547E+04    2.460E+03    1.181E-05    2.343E+01    2.775E-64     r       4.6
7.024E+08    4.686E-11    8.706E+25    1.563E+04    2.575E+03    1.224E-05    2.329E+01    4.458E-64     r       4.6
7.023E+08    5.123E-11    8.706E+25    1.593E+04    2.816E+03    1.313E-05    2.302E+01    1.130E-63     r       4.6
7.023E+08    5.353E-11    8.706E+25    1.609E+04    2.943E+03    1.359E-05    2.289E+01    1.785E-63     r       4.6
7.022E+08    5.837E-11    8.706E+25    1.639E+04    3.211E+03    1.455E-05    2.263E+01    4.374E-63     r       4.6
7.022E+08    6.091E-11    8.706E+25    1.655E+04    3.352E+03    1.505E-05    2.250E+01    6.793E-63     r       4.6
7.021E+08    6.627E-11    8.706E+25    1.685E+04    3.648E+03    1.608E-05    2.225E+01    1.613E-62     r       4.6
7.020E+08    6.908E-11    8.706E+25    1.701E+04    3.803E+03    1.662E-05    2.213E+01    2.466E-62     r       4.6
7.019E+08    7.499E-11    8.706E+25    1.731E+04    4.130E+03    1.772E-05    2.189E+01    5.682E-62     r       4.6
7.019E+08    7.808E-11    8.706E+25    1.747E+04    4.302E+03    1.830E-05    2.177E+01    8.563E-62     r       4.6
7.018E+08    8.458E-11    8.706E+25    1.777E+04    4.662E+03    1.949E-05    2.154E+01    1.918E-61     r       4.6
7.018E+08    8.798E-11    8.706E+25    1.793E+04    4.850E+03    2.010E-05    2.143E+01    2.852E-61     r       4.6
7.017E+08    9.511E-11    8.706E+25    1.824E+04    5.246E+03    2.138E-05    2.121E+01    6.221E-61     r       4.6
7.016E+08    9.883E-11    8.706E+25    1.839E+04    5.452E+03    2.203E-05    2.110E+01    9.130E-61     r       4.6
7.015E+08    1.066E-10    8.706E+25    1.870E+04    5.885E+03    2.339E-05    2.089E+01    1.943E-60     r       4.6
7.015E+08    1.107E-10    8.706E+25    1.885E+04    6.112E+03    2.410E-05    2.079E+01    2.817E-60     r       4.6
7.014E+08    1.192E-10    8.706E+25    1.916E+04    6.585E+03    2.555E-05    2.059E+01    5.853E-60     r       4.6
7.014E+08    1.237E-10    8.706E+25    1.931E+04    6.832E+03    2.630E-05    2.049E+01    8.389E-60     r       4.6
7.013E+08    1.330E-10    8.706E+25    1.962E+04    7.349E+03    2.784E-05    2.029E+01    1.705E-59     r       4.6
7.012E+08    1.378E-10    8.706E+25    1.977E+04    7.618E+03    2.864E-05    2.020E+01    2.417E-59     r       4.6
7.012E+08    1.479E-10    8.706E+25    2.008E+04    8.181E+03    3.028E-05    2.001E+01    4.809E-59     r       4.6
7.011E+08    1.532E-10    8.706E+25    2.024E+04    8.474E+03    3.113E-05    1.992E+01    6.749E-59     r       4.6
7.010E+08    1.642E-10    8.706E+25    2.054E+04    9.085E+03    3.287E-05    1.973E+01    1.316E-58     r       4.6
7.010E+08    1.699E-10    8.706E+25    2.070E+04    9.403E+03    3.377E-05    1.964E+01    1.829E-58     r       4.6
7.009E+08    1.818E-10    8.706E+25    2.101E+04    1.007E+04    3.562E-05    1.947E+01    3.499E-58     r       4.6
7.008E+08    1.880E-10    8.706E+25    2.116E+04    1.041E+04    3.657E-05    1.938E+01    4.818E-58     r       4.6
7.008E+08    2.008E-10    8.706E+25    2.147E+04    1.113E+04    3.854E-05    1.921E+01    9.052E-58     r       4.6
7.007E+08    2.075E-10    8.706E+25    2.162E+04    1.150E+04    3.954E-05    1.913E+01    1.235E-57     r       4.6
7.006E+08    2.214E-10    8.706E+25    2.193E+04    1.228E+04    4.162E-05    1.897E+01    2.281E-57     r       4.6
7.006E+08    2.287E-10    8.706E+25    2.209E+04    1.268E+04    4.269E-05    1.889E+01    3.087E-57     r       4.6
7.005E+08    2.437E-10    8.706E+25    2.240E+04    1.352E+04    4.488E-05    1.873E+01    5.609E-57     r       4.6
7.004E+08    2.514E-10    8.706E+25    2.255E+04    1.395E+04    4.600E-05    1.865E+01    7.530E-57     r       4.6
7.004E+08    2.676E-10    8.706E+25    2.286E+04    1.485E+04    4.832E-05    1.850E+01    1.347E-56     r       4.6
7.003E+08    2.760E-10    8.706E+25    2.301E+04    1.532E+04    4.951E-05    1.842E+01    1.794E-56     r       4.6
7.002E+08    2.933E-10    8.706E+25    2.332E+04    1.629E+04    5.195E-05    1.828E+01    3.161E-56     r       4.6
7.002E+08    3.023E-10    8.706E+25    2.348E+04    1.680E+04    5.320E-05    1.820E+01    4.181E-56     r       4.6
7.001E+08    3.210E-10    8.706E+25    2.379E+04    1.784E+04    5.577E-05    1.806E+01    7.262E-56     r       4.6
7.000E+08    3.306E-10    8.706E+25    2.394E+04    1.838E+04    5.709E-05    1.799E+01    9.538E-56     r       4.6
7.000E+08    3.506E-10    8.706E+25    2.425E+04    1.950E+04    5.980E-05    1.785E+01    1.634E-55     r       4.6
6.999E+08    3.609E-10    8.706E+25    2.440E+04    2.008E+04    6.119E-05    1.778E+01    2.132E-55     r       4.6
6.998E+08    3.823E-10    8.706E+25    2.471E+04    2.128E+04    6.403E-05    1.765E+01    3.606E-55     r       4.6
6.998E+08    3.934E-10    8.706E+25    2.487E+04    2.190E+04    6.549E-05    1.758E+01    4.675E-55     r       4.6
6.997E+08    4.163E-10    8.706E+25    2.518E+04    2.318E+04    6.848E-05    1.745E+01    7.808E-55     r       4.6
6.996E+08    4.281E-10    8.706E+25    2.533E+04    2.385E+04    7.002E-05    1.738E+01    1.006E-54     r       4.6
6.996E+08    4.526E-10    8.706E+25    2.564E+04    2.522E+04    7.315E-05    1.726E+01    1.660E-54     r       4.6
6.995E+08    4.652E-10    8.706E+25    2.580E+04    2.593E+04    7.476E-05    1.719E+01    2.127E-54     r       4.6
6.994E+08    4.913E-10    8.706E+25    2.611E+04    2.739E+04    7.805E-05    1.707E+01    3.469E-54     r       4.6
6.994E+08    5.048E-10    8.706E+25    2.626E+04    2.815E+04    7.974E-05    1.701E+01    4.419E-54     r       4.6
6.993E+08    5.326E-10    8.706E+25    2.657E+04    2.971E+04    8.318E-05    1.689E+01    7.130E-54     r       4.6
6.993E+08    5.469E-10    8.706E+25    2.673E+04    3.052E+04    8.495E-05    1.683E+01    9.033E-54     r       4.6
6.992E+08    5.765E-10    8.706E+25    2.704E+04    3.218E+04    8.856E-05    1.671E+01    1.442E-53     r       4.6
6.991E+08    5.918E-10    8.706E+25    2.719E+04    3.304E+04    9.040E-05    1.665E+01    1.817E-53     r       4.6
6.990E+08    6.233E-10    8.706E+25    2.750E+04    3.482E+04    9.418E-05    1.654E+01    2.872E-53     r       4.6
6.990E+08    6.395E-10    8.706E+25    2.766E+04    3.573E+04    9.611E-05    1.648E+01    3.601E-53     r       4.6
6.989E+08    6.729E-10    8.706E+25    2.797E+04    3.761E+04    1.001E-04    1.637E+01    5.636E-53     r       4.6
6.989E+08    6.902E-10    8.706E+25    2.812E+04    3.859E+04    1.021E-04    1.632E+01    7.033E-53     r       4.6
6.988E+08    7.257E-10    8.706E+25    2.843E+04    4.059E+04    1.062E-04    1.621E+01    1.090E-52     r       4.6
6.987E+08    7.439E-10    8.706E+25    2.859E+04    4.162E+04    1.083E-04    1.616E+01    1.354E-52     r       4.6
6.986E+08    7.816E-10    8.706E+25    2.890E+04    4.374E+04    1.126E-04    1.605E+01    2.081E-52     r       4.6
6.986E+08    8.009E-10    8.706E+25    2.906E+04    4.483E+04    1.148E-04    1.600E+01    2.573E-52     r       4.6
6.985E+08    8.408E-10    8.706E+25    2.937E+04    4.709E+04    1.193E-04    1.590E+01    3.918E-52     r       4.6
6.985E+08    8.613E-10    8.706E+25    2.952E+04    4.824E+04    1.216E-04    1.585E+01    4.824E-52     r       4.6
6.984E+08    9.035E-10    8.706E+25    2.983E+04    5.063E+04    1.263E-04    1.575E+01    7.284E-52     r       4.6
6.982E+08    9.928E-10    8.706E+25    3.045E+04    5.568E+04    1.360E-04    1.555E+01    1.634E-51     r       4.6
6.981E+08    1.040E-09    8.706E+25    3.077E+04    5.835E+04    1.411E-04    1.546E+01    2.428E-51     r       4.6
6.979E+08    1.139E-09    8.706E+25    3.139E+04    6.398E+04    1.517E-04    1.527E+01    5.280E-51     r       4.6
6.978E+08    1.192E-09    8.706E+25    3.170E+04    6.696E+04    1.572E-04    1.518E+01    7.730E-51     r       4.6
6.977E+08    1.303E-09    8.706E+25    3.232E+04    7.324E+04    1.686E-04    1.500E+01    1.633E-50     r       4.6
6.976E+08    1.361E-09    8.706E+25    3.263E+04    7.655E+04    1.746E-04    1.491E+01    2.358E-50     r       4.6
6.974E+08    1.484E-09    8.706E+25    3.326E+04    8.352E+04    1.869E-04    1.474E+01    4.848E-50     r       4.6
6.973E+08    1.548E-09    8.706E+25    3.357E+04    8.719E+04    1.933E-04    1.466E+01    6.908E-50     r       4.6
6.971E+08    1.684E-09    8.706E+25    3.419E+04    9.491E+04    2.066E-04    1.450E+01    1.385E-49     r       4.6
6.970E+08    1.755E-09    8.706E+25    3.451E+04    9.897E+04    2.135E-04    1.442E+01    1.949E-49     r       4.6
6.969E+08    1.905E-09    8.706E+25    3.513E+04    1.075E+05    2.278E-04    1.426E+01    3.817E-49     r       4.6
6.968E+08    1.983E-09    8.706E+25    3.544E+04    1.120E+05    2.352E-04    1.419E+01    5.310E-49     r       4.6
6.966E+08    2.148E-09    8.706E+25    3.607E+04    1.214E+05    2.505E-04    1.404E+01    1.017E-48     r       4.6
6.965E+08    2.234E-09    8.706E+25    3.638E+04    1.263E+05    2.584E-04    1.397E+01    1.399E-48     r       4.6
6.963E+08    2.414E-09    8.706E+25    3.701E+04    1.366E+05    2.748E-04    1.382E+01    2.623E-48     r       4.6
6.962E+08    2.509E-09    8.706E+25    3.732E+04    1.420E+05    2.833E-04    1.375E+01    3.573E-48     r       4.6
6.961E+08    2.706E-09    8.706E+25    3.795E+04    1.533E+05    3.008E-04    1.362E+01    6.565E-48     r       4.6
6.960E+08    2.809E-09    8.706E+25    3.826E+04    1.592E+05    3.098E-04    1.355E+01    8.857E-48     r       4.6
6.958E+08    3.025E-09    8.706E+25    3.889E+04    1.716E+05    3.285E-04    1.342E+01    1.597E-47     r       4.6
6.957E+08    3.138E-09    8.706E+25    3.920E+04    1.780E+05    3.382E-04    1.335E+01    2.135E-47     r       4.6
6.955E+08    3.373E-09    8.706E+25    3.983E+04    1.915E+05    3.581E-04    1.322E+01    3.783E-47     r       4.6
6.955E+08    3.496E-09    8.706E+25    4.014E+04    1.986E+05    3.684E-04    1.316E+01    5.014E-47     r       4.6
6.953E+08    3.751E-09    8.706E+25    4.077E+04    2.133E+05    3.896E-04    1.304E+01    8.733E-47     r       4.6
6.952E+08    3.885E-09    8.706E+25    4.108E+04    2.210E+05    4.005E-04    1.298E+01    1.148E-46     r       4.6
6.950E+08    4.162E-09    8.706E+25    4.171E+04    2.370E+05    4.231E-04    1.286E+01    1.968E-46     r       4.6
6.949E+08    4.307E-09    8.706E+25    4.203E+04    2.453E+05    4.347E-04    1.280E+01    2.567E-46     r       4.6
6.947E+08    4.608E-09    8.706E+25    4.265E+04    2.627E+05    4.586E-04    1.269E+01    4.334E-46     r       4.6
6.947E+08    4.764E-09    8.706E+25    4.297E+04    2.717E+05    4.709E-04    1.263E+01    5.611E-46     r       4.6
6.945E+08    5.090E-09    8.706E+25    4.360E+04    2.905E+05    4.963E-04    1.252E+01    9.338E-46     r       4.6
6.944E+08    5.259E-09    8.706E+25    4.391E+04    3.003E+05    5.093E-04    1.247E+01    1.200E-45     r       4.6
6.942E+08    5.611E-09    8.706E+25    4.454E+04    3.207E+05    5.361E-04    1.236E+01    1.971E-45     r       4.6
6.941E+08    5.794E-09    8.706E+25    4.486E+04    3.312E+05    5.499E-04    1.231E+01    2.516E-45     r       4.6
6.939E+08    6.173E-09    8.706E+25    4.549E+04    3.532E+05    5.783E-04    1.220E+01    4.077E-45     r       4.6
6.939E+08    6.370E-09    8.706E+25    4.580E+04    3.646E+05    5.929E-04    1.215E+01    5.173E-45     r       4.6
6.937E+08    6.778E-09    8.706E+25    4.643E+04    3.883E+05    6.229E-04    1.205E+01    8.277E-45     r       4.6
6.936E+08    6.990E-09    8.706E+25    4.675E+04    4.006E+05    6.383E-04    1.200E+01    1.044E-44     r       4.6
6.934E+08    7.429E-09    8.706E+25    4.738E+04    4.262E+05    6.699E-04    1.191E+01    1.650E-44     r       4.6
6.933E+08    7.656E-09    8.706E+25    4.770E+04    4.394E+05    6.862E-04    1.186E+01    2.069E-44     r       4.6
6.932E+08    8.128E-09    8.706E+25    4.833E+04    4.668E+05    7.195E-04    1.177E+01    3.235E-44     r       4.6
6.931E+08    8.372E-09    8.706E+25    4.865E+04    4.811E+05    7.366E-04    1.172E+01    4.033E-44     r       4.6
6.929E+08    8.878E-09    8.706E+25    4.928E+04    5.105E+05    7.717E-04    1.163E+01    6.236E-44     r       4.6
6.928E+08    9.139E-09    8.706E+25    4.959E+04    5.258E+05    7.898E-04    1.158E+01    7.734E-44     r       4.6
6.926E+08    9.680E-09    8.706E+25    5.023E+04    5.574E+05    8.267E-04    1.150E+01    1.184E-43     r       4.6
6.925E+08    9.960E-09    8.706E+25    5.054E+04    5.738E+05    8.457E-04    1.145E+01    1.460E-43     r       4.6
6.924E+08    1.054E-08    8.706E+25    5.118E+04    6.076E+05    8.845E-04    1.137E+01    2.212E-43     r       4.6
6.923E+08    1.084E-08    8.706E+25    5.149E+04    6.252E+05    9.044E-04    1.133E+01    2.716E-43     r       4.6
6.921E+08    1.146E-08    8.706E+25    5.213E+04    6.614E+05    9.452E-04    1.124E+01    4.076E-43     r       4.6
6.920E+08    1.178E-08    8.706E+25    5.245E+04    6.801E+05    9.661E-04    1.120E+01    4.982E-43     r       4.6
6.918E+08    1.244E-08    8.706E+25    5.308E+04    7.188E+05    1.009E-03    1.112E+01    7.407E-43     r       4.6
6.917E+08    1.278E-08    8.706E+25    5.340E+04    7.388E+05    1.031E-03    1.108E+01    9.011E-43     r       4.6
6.916E+08    1.348E-08    8.706E+25    5.403E+04    7.801E+05    1.076E-03    1.100E+01    1.328E-42     r       4.6
6.915E+08    1.384E-08    8.706E+25    5.435E+04    8.015E+05    1.099E-03    1.096E+01    1.609E-42     r       4.6
6.913E+08    1.459E-08    8.706E+25    5.499E+04    8.455E+05    1.146E-03    1.089E+01    2.351E-42     r       4.6
6.912E+08    1.498E-08    8.706E+25    5.530E+04    8.683E+05    1.170E-03    1.085E+01    2.836E-42     r       4.6
6.910E+08    1.577E-08    8.706E+25    5.594E+04    9.152E+05    1.219E-03    1.077E+01    4.110E-42     r       4.6
6.909E+08    1.618E-08    8.706E+25    5.626E+04    9.394E+05    1.244E-03    1.074E+01    4.939E-42     r       4.6
6.908E+08    1.703E-08    8.706E+25    5.689E+04    9.894E+05    1.296E-03    1.067E+01    7.103E-42     r       4.6
6.907E+08    1.747E-08    8.706E+25    5.721E+04    1.015E+06    1.322E-03    1.063E+01    8.501E-42     r       4.6
6.905E+08    1.836E-08    8.706E+25    5.785E+04    1.068E+06    1.376E-03    1.056E+01    1.213E-41     r       4.6
6.904E+08    1.883E-08    8.706E+25    5.817E+04    1.096E+06    1.403E-03    1.052E+01    1.447E-41     r       4.6
6.902E+08    1.978E-08    8.706E+25    5.881E+04    1.152E+06    1.460E-03    1.046E+01    2.050E-41     r       4.6
6.901E+08    2.027E-08    8.706E+25    5.913E+04    1.181E+06    1.488E-03    1.042E+01    2.436E-41     r       4.6
6.900E+08    2.128E-08    8.706E+25    5.976E+04    1.241E+06    1.547E-03    1.035E+01    3.428E-41     r       4.6
6.899E+08    2.180E-08    8.706E+25    6.008E+04    1.272E+06    1.577E-03    1.032E+01    4.059E-41     r       4.6
6.897E+08    2.286E-08    8.706E+25    6.072E+04    1.335E+06    1.638E-03    1.026E+01    5.673E-41     r       4.6
6.894E+08    2.512E-08    8.706E+25    6.200E+04    1.469E+06    1.766E-03    1.013E+01    1.094E-40     r       4.6
6.892E+08    2.632E-08    8.706E+25    6.264E+04    1.540E+06    1.833E-03    1.007E+01    1.509E-40     r       4.6
6.888E+08    2.884E-08    8.706E+25    6.392E+04    1.691E+06    1.971E-03    9.944E+00    2.838E-40     r       4.6
6.886E+08    3.017E-08    8.706E+25    6.456E+04    1.770E+06    2.043E-03    9.884E+00    3.869E-40     r       4.6
6.883E+08    3.297E-08    8.706E+25    6.584E+04    1.938E+06    2.194E-03    9.768E+00    7.109E-40     r       4.6
6.881E+08    3.444E-08    8.706E+25    6.649E+04    2.026E+06    2.272E-03    9.711E+00    9.584E-40     r       4.6
6.878E+08    3.755E-08    8.706E+25    6.777E+04    2.213E+06    2.434E-03    9.600E+00    1.723E-39     r       4.6
6.876E+08    3.919E-08    8.706E+25    6.841E+04    2.311E+06    2.518E-03    9.546E+00    2.299E-39     r       4.6
6.872E+08    4.262E-08    8.706E+25    6.970E+04    2.518E+06    2.693E-03    9.439E+00    4.051E-39     r       4.6
6.871E+08    4.443E-08    8.706E+25    7.034E+04    2.627E+06    2.784E-03    9.387E+00    5.352E-39     r       4.6
6.867E+08    4.822E-08    8.706E+25    7.163E+04    2.856E+06    2.972E-03    9.286E+00    9.251E-39     r       4.6
6.865E+08    5.020E-08    8.706E+25    7.228E+04    2.976E+06    3.069E-03    9.236E+00    1.211E-38     r       4.6
6.862E+08    5.437E-08    8.706E+25    7.357E+04    3.229E+06    3.271E-03    9.138E+00    2.056E-38     r       4.6
