   r        Qm       L_r       T        P        rho      kap      eps     fl   dlnPdlnT
6.899E+08    0.000E+00    4.264E+25    3.348E+03    9.429E+00    0.000E+00    1.380E+01    0.000E+00     *      99.9
6.892E+08    3.775E-14    4.264E+25    2.370E+03    4.134E-01    1.278E-08    7.026E+01    6.680E-118     r       5.4
6.886E+08    1.931E-13    4.264E+25    4.768E+03    7.512E+00    1.157E-07    3.547E+01    2.940E-94     r       2.7
6.882E+08    4.724E-13    4.264E+25    5.306E+03    2.032E+01    2.833E-07    4.997E+01    7.582E-91     r       8.6
6.880E+08    7.272E-13    4.264E+25    5.734E+03    3.202E+01    4.136E-07    5.157E+01    1.478E-88     r       5.8
6.879E+08    8.937E-13    4.264E+25    5.971E+03    3.967E+01    4.923E-07    5.144E+01    2.168E-87     r       5.3
6.879E+08    9.883E-13    4.264E+25    6.094E+03    4.402E+01    5.354E-07    5.122E+01    8.195E-87     r       5.1
6.879E+08    1.039E-12    4.264E+25    6.156E+03    4.633E+01    5.579E-07    5.109E+01    1.585E-86     r       5.0
6.879E+08    1.065E-12    4.264E+25    6.187E+03    4.752E+01    5.693E-07    5.102E+01    2.202E-86     r       5.0
6.879E+08    1.118E-12    4.264E+25    6.250E+03    4.998E+01    5.928E-07    5.086E+01    4.232E-86     r       5.0
6.878E+08    1.146E-12    4.264E+25    6.282E+03    5.125E+01    6.048E-07    5.078E+01    5.858E-86     r       5.0
6.878E+08    1.202E-12    4.264E+25    6.346E+03    5.386E+01    6.293E-07    5.061E+01    1.118E-85     r       4.9
6.878E+08    1.232E-12    4.264E+25    6.377E+03    5.521E+01    6.419E-07    5.052E+01    1.542E-85     r       4.9
6.878E+08    1.292E-12    4.264E+25    6.442E+03    5.798E+01    6.674E-07    5.033E+01    2.922E-85     r       4.9
6.878E+08    1.323E-12    4.264E+25    6.474E+03    5.941E+01    6.805E-07    5.023E+01    4.014E-85     r       4.9
6.878E+08    1.387E-12    4.264E+25    6.538E+03    6.235E+01    7.071E-07    5.003E+01    7.544E-85     r       4.9
6.877E+08    1.522E-12    4.264E+25    6.668E+03    6.857E+01    7.626E-07    4.961E+01    2.620E-84     r       4.8
6.877E+08    1.594E-12    4.264E+25    6.734E+03    7.186E+01    7.915E-07    4.940E+01    4.840E-84     r       4.8
6.876E+08    1.745E-12    4.264E+25    6.865E+03    7.882E+01    8.516E-07    4.895E+01    1.623E-83     r       4.8
6.876E+08    1.825E-12    4.264E+25    6.931E+03    8.249E+01    8.829E-07    4.873E+01    2.946E-83     r       4.8
6.876E+08    1.993E-12    4.264E+25    7.064E+03    9.025E+01    9.478E-07    4.827E+01    9.531E-83     r       4.7
6.876E+08    2.082E-12    4.264E+25    7.130E+03    9.434E+01    9.816E-07    4.804E+01    1.699E-82     r       4.7
6.875E+08    2.269E-12    4.264E+25    7.264E+03    1.029E+02    1.052E-06    4.758E+01    5.303E-82     r       4.7
6.875E+08    2.367E-12    4.264E+25    7.330E+03    1.075E+02    1.088E-06    4.735E+01    9.287E-82     r       4.7
6.875E+08    2.574E-12    4.264E+25    7.465E+03    1.170E+02    1.163E-06    4.689E+01    2.798E-81     r       4.7
6.874E+08    2.683E-12    4.264E+25    7.532E+03    1.220E+02    1.202E-06    4.666E+01    4.815E-81     r       4.7
6.874E+08    2.911E-12    4.264E+25    7.666E+03    1.326E+02    1.283E-06    4.620E+01    1.402E-80     r       4.7
6.874E+08    3.031E-12    4.264E+25    7.734E+03    1.381E+02    1.325E-06    4.598E+01    2.372E-80     r       4.7
6.873E+08    3.283E-12    4.264E+25    7.869E+03    1.497E+02    1.412E-06    4.553E+01    6.678E-80     r       4.7
6.873E+08    3.415E-12    4.264E+25    7.936E+03    1.558E+02    1.457E-06    4.531E+01    1.112E-79     r       4.7
6.873E+08    3.691E-12    4.264E+25    8.072E+03    1.685E+02    1.550E-06    4.487E+01    3.031E-79     r       4.6
6.872E+08    3.836E-12    4.264E+25    8.140E+03    1.752E+02    1.598E-06    4.466E+01    4.967E-79     r       4.6
6.872E+08    4.139E-12    4.264E+25    8.275E+03    1.892E+02    1.697E-06    4.423E+01    1.314E-78     r       4.6
6.872E+08    4.297E-12    4.264E+25    8.343E+03    1.965E+02    1.749E-06    4.402E+01    2.120E-78     r       4.6
6.871E+08    4.628E-12    4.264E+25    8.479E+03    2.118E+02    1.855E-06    4.361E+01    5.445E-78     r       4.6
6.871E+08    4.801E-12    4.264E+25    8.547E+03    2.198E+02    1.909E-06    4.341E+01    8.664E-78     r       4.6
6.871E+08    5.162E-12    4.264E+25    8.683E+03    2.364E+02    2.022E-06    4.300E+01    2.163E-77     r       4.6
6.870E+08    5.350E-12    4.264E+25    8.751E+03    2.452E+02    2.080E-06    4.281E+01    3.395E-77     r       4.6
6.870E+08    5.743E-12    4.264E+25    8.887E+03    2.633E+02    2.200E-06    4.242E+01    8.253E-77     r       4.6
6.870E+08    5.948E-12    4.264E+25    8.956E+03    2.728E+02    2.262E-06    4.223E+01    1.278E-76     r       4.6
6.869E+08    6.375E-12    4.264E+25    9.092E+03    2.925E+02    2.390E-06    4.185E+01    3.029E-76     r       4.6
6.869E+08    6.598E-12    4.264E+25    9.160E+03    3.028E+02    2.455E-06    4.166E+01    4.634E-76     r       4.6
6.869E+08    7.061E-12    4.264E+25    9.297E+03    3.242E+02    2.590E-06    4.130E+01    1.072E-75     r       4.6
6.868E+08    7.302E-12    4.264E+25    9.365E+03    3.354E+02    2.660E-06    4.112E+01    1.620E-75     r       4.6
6.868E+08    7.803E-12    4.264E+25    9.502E+03    3.586E+02    2.803E-06    4.076E+01    3.660E-75     r       4.6
